VALUE,BPS_NAME,legend
1322,Florida Peninsula Inland Scrub,Tropical/Subtropical Savanna
1323,Florida Dry Prairie,Tropical/Subtropical Savanna
1791,East Gulf Coastal Plain Dune and Coastal Grassland,Tropical/Subtropical Savanna
1750,Central and Upper Texas Coast Dune and Coastal Grassland,Tropical/Subtropical Savanna
1726,Tamaulipan Mixed Deciduous Thornscrub,Tropical/Subtropical Thornscrub
1727,Tamaulipan Calcareous Thornscrub,Tropical/Subtropical Thornscrub
1746,Tamaulipan Mixed Deciduous Thornscrub,Tropical/Subtropical Thornscrub
1747,Tamaulipan Calcareous Thornscrub,Tropical/Subtropical Thornscrub
1751,Tamaulipan Savanna Grassland,Tropical/Subtropical Thornscrub
1752,South Texas Lomas,Tropical/Subtropical Thornscrub
1953,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tundra
1989,Acadian-Appalachian Alpine Tundra,Tundra
1990,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tundra
428,Rocky Mountain Alpine Dwarf-Shrubland,Tundra
467,Rocky Mountain Alpine Dwarf-Shrubland,Tundra
477,Rocky Mountain Alpine Fell-Field,Tundra
478,Rocky Mountain Alpine Turf,Tundra
600,Mediterranean California Alpine Fell-Field,Tundra
614,Mediterranean California Alpine Dry Tundra,Tundra
650,Rocky Mountain Alpine Fell-Field,Tundra
696,Rocky Mountain Alpine Dwarf-Shrubland,Tundra
708,Rocky Mountain Alpine Fell-Field,Tundra
709,Rocky Mountain Alpine Turf,Tundra
981,Rocky Mountain Alpine Dwarf-Shrubland,Tundra
999,Rocky Mountain Alpine Turf,Tundra
1072,Rocky Mountain Alpine Turf,Tundra
1160,Rocky Mountain Alpine Dwarf-Shrubland,Tundra
1173,Rocky Mountain Alpine Fell-Field,Tundra
1174,Rocky Mountain Alpine Turf,Tundra
384,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
409,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
411,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
413,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
415,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
452,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
601,Sierra Nevada Alpine Dwarf-Shrubland,Tundra
621,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
719,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
738,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Tundra
823,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Tundra
964,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
1008,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
1047,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
1145,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
1217,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
1247,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Tundra
1753,Tamaulipan Clay Grassland,Warm Desert
393,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Warm Desert
1194,Chihuahuan Succulent Desert Scrub,Warm Desert
1200,Chihuahuan Mixed Desert and Thorn Scrub,Warm Desert
1348,Chihuahuan Creosotebush Desert Scrub,Warm Desert
1349,Chihuahuan Mixed Salt Desert Scrub,Warm Desert
1350,Chihuahuan Succulent Desert Scrub,Warm Desert
1356,Chihuahuan Mixed Desert Shrubland,Warm Desert
1382,Chihuahuan Creosotebush Desert Scrub,Warm Desert
1383,Chihuahuan Mixed Salt Desert Scrub,Warm Desert
1384,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Warm Desert
1385,Chihuahuan Succulent Desert Scrub,Warm Desert
1389,Chihuahuan Mixed Desert and Thorn Scrub,Warm Desert
542,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Warm Desert
1137,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Warm Desert
1208,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Warm Desert
1365,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Warm Desert
1366,Chihuahuan Gypsophilous Grassland and Steppe,Warm Desert
1368,Chihuahuan Sandy Plains Semi-Desert Grassland,Warm Desert
1375,Chihuahuan Loamy Plains Desert Grassland,Warm Desert
1376,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Warm Desert
1394,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Warm Desert
1395,Chihuahuan Gypsophilous Grassland and Steppe,Warm Desert
1402,Chihuahuan Loamy Plains Desert Grassland,Warm Desert
1403,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,Warm Desert
1404,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,Warm Desert
1433,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,Warm Desert
1434,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,Warm Desert
1493,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Warm Desert
1494,Chihuahuan Gypsophilous Grassland and Steppe,Warm Desert
1502,Chihuahuan Loamy Plains Desert Grassland,Warm Desert
1503,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Warm Desert
1712,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Warm Desert
1735,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Warm Desert
398,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
503,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
505,Sonoran Mid-Elevation Desert Scrub,Warm Desert
512,Sonoran Paloverde-Mixed Cacti Desert Scrub,Warm Desert
534,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
537,Sonoran Mid-Elevation Desert Scrub,Warm Desert
540,Sonoran Paloverde-Mixed Cacti Desert Scrub,Warm Desert
606,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
939,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
948,Sonoran Paloverde-Mixed Cacti Desert Scrub,Warm Desert
1064,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
1095,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
1198,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
1199,Sonoran Mid-Elevation Desert Scrub,Warm Desert
1204,Sonoran Paloverde-Mixed Cacti Desert Scrub,Warm Desert
1352,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Warm Desert
1354,Sonoran Mid-Elevation Desert Scrub,Warm Desert
1362,Sonoran Paloverde-Mixed Cacti Desert Scrub,Warm Desert
392,Apacherian-Chihuahuan Mesquite Upland Scrub,Warm Desert
402,Apacherian-Chihuahuan Mesquite Upland Scrub,Warm Desert
407,Apacherian-Chihuahuan Mesquite Upland Scrub,Warm Desert
1388,Apacherian-Chihuahuan Mesquite Upland Scrub,Warm Desert
1487,Apacherian-Chihuahuan Mesquite Upland Scrub,Warm Desert
1716,Apacherian-Chihuahuan Mesquite Upland Scrub,Warm Desert
385,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
525,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
536,Sonoran Granite Outcrop Desert Scrub,Warm Desert
927,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
1007,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
1046,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
1112,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
1180,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
1338,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
1357,Chihuahuan Grama Grass-Creosote Steppe,Warm Desert
1377,North American Warm Desert Sparsely Vegetated Systems,Warm Desert
1307,Southern Coastal Plain Nonriverine Cypress Dome,Warm Swamp
1324,South Florida Dwarf Cypress Savanna,Warm Swamp
1326,South Florida Cypress Dome,Warm Swamp
1329,Southern Coastal Plain Nonriverine Cypress Dome,Warm Swamp
1463,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Warm Swamp
1794,Southern Coastal Plain Nonriverine Cypress Dome,Warm Swamp
1445,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Warm Swamp
1450,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Warm Swamp
1511,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Warm Swamp
1526,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Warm Swamp
1532,Lower Mississippi River Flatwoods,Warm Swamp
1776,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Warm Swamp
1793,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Warm Swamp
2151,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Warm Swamp
2159,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Warm Swamp
1308,Southern Coastal Plain Seepage Swamp and Baygall,Warm Swamp
1309,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Warm Swamp
1330,Southern Coastal Plain Seepage Swamp and Baygall,Warm Swamp
1464,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Warm Swamp
1777,Southern Coastal Plain Seepage Swamp and Baygall,Warm Swamp
1778,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Warm Swamp
1795,Southern Coastal Plain Seepage Swamp and Baygall,Warm Swamp
1796,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Warm Swamp
1860,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Warm Swamp
1739,Edwards Plateau Riparian,Warm Swamp
924,California Central Valley Riparian Woodland and Shrubland,Warm Swamp
958,California Central Valley Riparian Woodland and Shrubland,Warm Swamp
1755,Tamaulipan Floodplain,Warm Swamp
522,North American Warm Desert Riparian Systems,Warm Swamp
523,North American Warm Desert Riparian Systems - Stringers,Warm Swamp
545,North American Warm Desert Riparian Systems,Warm Swamp
546,North American Warm Desert Riparian Systems - Stringers,Warm Swamp
960,North American Warm Desert Riparian Systems,Warm Swamp
1212,North American Warm Desert Riparian Systems,Warm Swamp
1213,North American Warm Desert Riparian Systems - Stringers,Warm Swamp
1310,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1311,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1312,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1332,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1333,Caribbean Swamp Systems,Warm Swamp
1334,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1373,North American Warm Desert Riparian Systems,Warm Swamp
1398,North American Warm Desert Riparian Systems,Warm Swamp
1446,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1447,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1448,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1465,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1466,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1467,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1469,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Warm Swamp
1512,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1513,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1514,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1527,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1528,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1529,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1710,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1711,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1721,North American Warm Desert Riparian Systems,Warm Swamp
1756,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1757,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1758,Tamaulipan Riparian Systems,Warm Swamp
1759,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1780,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1781,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1782,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1797,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1798,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1799,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1863,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
1864,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
1866,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1869,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Warm Swamp
1938,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1961,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
1996,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
2086,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
2087,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
2089,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
2115,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
2155,Gulf and Atlantic Coastal Plain Floodplain Systems,Warm Swamp
2156,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Warm Swamp
2157,Gulf and Atlantic Coastal Plain Swamp Systems,Warm Swamp
553,Mediterranean California Mixed Oak Woodland,Warm Xeric Woodland
554,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Warm Xeric Woodland
566,California Coastal Live Oak Woodland and Savanna,Warm Xeric Woodland
567,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Warm Xeric Woodland
576,California Coastal Closed-Cone Conifer Forest and Woodland,Warm Xeric Woodland
586,Mediterranean California Mixed Oak Woodland,Warm Xeric Woodland
587,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Warm Xeric Woodland
611,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Warm Xeric Woodland
766,Mediterranean California Mixed Oak Woodland,Warm Xeric Woodland
767,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Warm Xeric Woodland
799,Mediterranean California Mixed Oak Woodland,Warm Xeric Woodland
800,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Warm Xeric Woodland
830,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Warm Xeric Woodland
910,Central and Southern California Mixed Evergreen Woodland,Warm Xeric Woodland
912,Mediterranean California Mixed Oak Woodland,Warm Xeric Woodland
913,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Warm Xeric Woodland
920,California Central Valley Mixed Oak Savanna,Warm Xeric Woodland
921,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Warm Xeric Woodland
928,Central and Southern California Mixed Evergreen Woodland,Warm Xeric Woodland
933,Mediterranean California Mixed Oak Woodland,Warm Xeric Woodland
934,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Warm Xeric Woodland
950,California Central Valley Mixed Oak Savanna,Warm Xeric Woodland
951,California Coastal Live Oak Woodland and Savanna,Warm Xeric Woodland
952,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Warm Xeric Woodland
953,Southern California Oak Woodland and Savanna,Warm Xeric Woodland
962,California Coastal Closed-Cone Conifer Forest and Woodland,Warm Xeric Woodland
528,Madrean Encinal,Warm Xeric Woodland
530,Madrean Pinyon-Juniper Woodland,Warm Xeric Woodland
1115,Madrean Encinal,Warm Xeric Woodland
1117,Madrean Pinyon-Juniper Woodland,Warm Xeric Woodland
1134,Madrean Juniper Savanna,Warm Xeric Woodland
1184,Madrean Encinal,Warm Xeric Woodland
1186,Madrean Pinyon-Juniper Woodland,Warm Xeric Woodland
1206,Madrean Juniper Savanna,Warm Xeric Woodland
1340,Madrean Encinal,Warm Xeric Woodland
1342,Madrean Pinyon-Juniper Woodland,Warm Xeric Woodland
1363,Madrean Juniper Savanna,Warm Xeric Woodland
1379,Madrean Pinyon-Juniper Woodland,Warm Xeric Woodland
1392,Madrean Juniper Savanna,Warm Xeric Woodland
1116,Madrean Lower Montane Pine-Oak Forest and Woodland,Warm Xeric Woodland
1185,Madrean Lower Montane Pine-Oak Forest and Woodland,Warm Xeric Woodland
1187,Madrean Upper Montane Conifer-Oak Forest and Woodland,Warm Xeric Woodland
1341,Madrean Lower Montane Pine-Oak Forest and Woodland,Warm Xeric Woodland
1378,Madrean Lower Montane Pine-Oak Forest and Woodland,Warm Xeric Woodland
1474,Madrean Lower Montane Pine-Oak Forest and Woodland,Warm Xeric Woodland
1704,Edwards Plateau Limestone Savanna and Woodland,Warm Xeric Woodland
1714,Edwards Plateau Dry-Mesic Slope Forest and Woodland,Warm Xeric Woodland
1725,Edwards Plateau Limestone Savanna and Woodland,Warm Xeric Woodland
1737,Edwards Plateau Dry-Mesic Slope Forest and Woodland,Warm Xeric Woodland
1738,Edwards Plateau Mesic Canyon,Warm Xeric Woodland
1745,Edwards Plateau Limestone Savanna and Woodland,Warm Xeric Woodland
592,Mediterranean California Mesic Serpentine Woodland and Chaparral,Warm Xeric Woodland
804,Mediterranean California Mesic Serpentine Woodland and Chaparral,Warm Xeric Woodland
936,Mediterranean California Mesic Serpentine Woodland and Chaparral,Warm Xeric Woodland
1754,South Texas Sand Sheet Grassland,Warm Xeric Woodland
1729,Llano Uplift Acidic Forest-Woodland-Glade,Warm Xeric Woodland
